cocktail_id,material,recipe_content
94,"체리 브랜디 1온스, 브랜디 ½온스, 오렌지 퀴라소 ⅓온스, 그레나딘 시럽 ⅓온스, 레몬 주스 ⅓온스","셰이커에 얼음과 체리 브랜디 1온스, 브랜디 ½온스, 오렌지 퀴라소 ⅓온스, 그레나딘 시럽 ⅓온스, 레몬 주스 ⅓온스를 넣고 잘 흔든 다음 칵테일 글라스에 따른다."
95,"보드카 1온스, 파인애플 주스 2온스, 코코넛 밀크 1온스","블렌더에 얼음과 보드카 1온스, 파인애플 주스 2온스, 코코넛 밀크 1온스를 넣고 흔든다. 크러시드 아이스를 가득 채운 글라스에 칵테일을 따르고 파인애플, 마라스키노 체리, 계절 꽃을 장식하고 빨대를 꽂는다."
96,"브랜디 1티스푼, 각설탕 1개, 핫 커피 적당량","브랜디 1티스푼, 각설탕 1개, 핫 커피 적당량이 필요하다. 따뜻한 커피잔에 뜨거운 커피를 따른다. 카페 로열용 티스푼을 컵에 걸친 다음 스푼 위에 각설탕 1개를 올려 놓는다. 각설탕 위에 브랜디 1티스푼을 붓고 불을 붙인다."
97,"캄파리 1½온스, 소다수 적당량",얼음을 넣은 하이 볼 글라스에 캄파리를 따르고 소다수를 채운 다음 조각으로 자른 오렌지나 슬라이스 한 것을 사용해 장식한다.
98,"캄파리 1~1½온스, 오렌지 주스 적당량","얼음을 넣은 하이 볼 글라스에 캄파리 1~½온스, 오렌지 주스 적당량을 따르고 가볍게 저은 다음 오렌지 슬라이스나 오렌지 조각으로 장식한다."
99,"버번 위스키 1½온스, 레몬 주스 ½온스, 라임 주스 ⅓온스, 그레나딘 시럽 1티스푼, 설탕 1티스푼, 소다수 적당량",소다수를 제외한 재료들을 얼음과 함께 셰이커에 넣고 흔든 후 콜린스 글라스에 따른다. 소다수를 가득 채우고 잘라 놓은 레몬 슬라이스로 장식한다.
100,"보드카 1온스, 트리플섹 ½온스, 라임 주스 ½온스, 크란베리 주스 ½온스","셰이커에 보드카 1온스, 트리플섹 ½온스, 라임 주스 ½온스, 크란베리 주스 ½온스를 얼음과 함께 넣고 흔든 후 마티니 글라스에 따른다. 레몬 필로 장식한다."
101,"화이트 럼 1~1½온스, 라임 주스 ½온스, 콜라 적당량",얼음을 넣은 하이 볼 글라스에 화이트 럼 1~1½온스에 라임 주스 ½온스를 넣고 콜라 적당량을 채운 후 잘 저어주고 레몬 또는 라임 조각으로 장식한다. 럼 대신에 리큐어를 넣으면 '쿠바 리버 슈브림'이라는 칵테일이 된다.
102,"브랜디 1온스, 오렌지 퀴라소 ⅓온스, 마라스키노 ⅓온스, 레몬 주스 ½온스","셰이커에 브랜디 1온스, 오렌지 퀴라소 ⅓온스, 마라스키노 ⅓온스, 레몬 주스 ½온스와 얼음을 넣고 흔든다. 스노우 스타일의 글라스에 재료를 따른다."
103,"화이트 와인(쌉쌀한 맛이 나는 와인) 4온스, 크렘 드 카시스 ⅓온스","와인 글라스에 차갑게 식힌 화이트 와인 4온스, 크렘 드 카시스 크림 ⅓온스를 부은 다음 가볍게 젓는다. 화이트 와인의 맛을 살리기 위해 크렘 드 카시스는 많이 넣지 않는다."
104,"보드카 1온스, 슬로 진 ½온스, 드라이 베르무트 ½온스, 레몬 주스 ½온스","셰이커에 얼음과 보드카 1온스, 슬로 진 ½온스, 드라이 베르무트 ½온스, 레몬 주스 ½온스를 넣고 흔든 다음 스노우 스타일의 칵테일 글라스에 따른 후 슈가 리밍으로 장식한다."
105,"드라이 진 1온스, 드라이 베르무트 ½온스, 스위트 베르무트 ½온스, 오렌지 퀴라소 ⅓온스, 오렌지 주스 2대시","셰이커에 드라이 진 1온스, 드라이 베르무트 ½온스, 스위트 베르무트 ½온스, 오렌지 퀴라소 ⅓온스, 오렌지 주스 2대시를 넣고 흔든 다음 글라스에 따른다."
106,"테킬라 1~1½온스, 오렌지 주스 3온스, 그레나딘 시럽 ½~⅓온스","얼음을 넣은 글라스에 테킬라 1~1½온스, 오렌지 주스 3온스를 부은 다음 천천히 그레나딘 시럽 ½~⅓온스를 넣고 오렌지 조각과 체리로 장식한다."
107,"테킬라 1온스, 레몬 주스 ½온스, 그레나딘 시럽 2티스푼","바 블렌더에 크러시드 아이스(잘게 부순 얼음)와 테킬라 1온스, 레몬 주스 ½온스, 그레나딘 시럽 2티스푼을 넣고 섞은 다음 차갑게 식힌 글라스에 따라 슬라이스 레몬으로 장식한다."
108,"화이트 럼 1온스, 브랜디 ½온스, 설탕 2티스푼, 달걀 1개, 뜨거운 물 적당량",달걀 노른자에 설탕 2티스푼을 넣어 거품을 내고 여기에 거품을 낸 달걀 흰자를 넣은 다음 럼과 브랜디를 붓고 가볍게 저어서 하이 볼 글라스에 따르고 더운물을 채운다.
109,"드라이 진 1½~2온스, 레몬 주스 ½온스, 설탕시럽 1티스푼, 소다수 적당량","셰이커에 드라이 진 1½~2온스, 레몬 주스 ½온스, 설탕시럽 1티스푼을 넣고 흔든 다음 글라스에 따른다. 글라스에 얼음을 넣은 후 차가운 소다수로 가득 채운 후, 두 세번 저어준다. 레몬과 체리로 장식한다."
110,"드라이 진 1온스, 에프리코트 브랜디 ½온스, 오렌지 주스 ½온스","셰이커에 드라이 진 1온스, 에프리코트 브랜디(Apricot Brandy) ½온스, 오렌지 주스 ½온스와 얼음을 넣고 흔든 다음 글라스에 따른다."
111,"화이트 럼 1½, 파인애플 주스 ⅔, 설탕 1티스푼, 소다수 적당량","셰이커에 화이트 럼 1½온스, 파인애플 주스 ⅔온스, 설탕 1티스푼을 넣어 잘 흔든 다음 글라스에 붓고 얼음과 소다수를 채운다. 장식은 파인애플, 붉은 체리를 칵테일 핀에 끼워 글라스에 걸쳐 놓는다."
112,"화이트 럼 1온스, 파인애플 주스 2온스, 코코넛밀크 1온스","셰이커에 얼음과 화이트 럼 1온스, 파인애플 주스 2온스, 코코넛밀크 1온스를 넣고 잘 흔든 다음 크러시드 아이스를 채운 트로피컬 글라스에 따르고 계절 꽃이나 과일로 장식한다."
113,"드라이 진 1온스, 그레나딘 시럽 ⅓온스, 생크림 ½온스, 계란 흰자 1개","셰이커에 드라이 진 1온스, 그레나딘 시럽 ⅓온스, 생크림 ½온스와 얼음을 넣은 다음 계란 흰자 1개를 넣어 만든다. 셰이크할 때는 계란 흰자와 재료가 잘 섞이도록 충분히 흔들어 주어야 한다. 완성되면 샴페인 글라스에 따르고 비릿한 냄새를 제거해 주는 향신료의 일종인 너트메그(Nutmeg)로 장식한다."
114,"보드카 1½온스, 오렌지 주스 적당량, 갈리아노 ½온스","콜린스 글라스에 큐브드 아이스와 보드카 1½온스, 오렌지 주스 적당량 넣고 바스푼으로 가볍게 젓는다. 여기에 갈리아노 ½온스를 띄우듯이 따르고 오렌지 조각으로 장식한다."
115,"드라이 진 1½온스, 파인애플 주스 ⅔온스, 오렌지 퀴라소 ½온스","셰이커에 드라이 진 1½온스, 파인애플 주스 ⅔온스, 오렌지 퀴라소 ½온스와 얼음을 넣고 흔든 다음 글라스에 따른다."
116,"화이트 럼 1~1½온스, 각설탕 1개, 버터 1조각(각설탕 크기), 뜨거운 물 적당량",따뜻하게 데운 하이 볼 글라스에 뜨거운 물을 조금 붓고 각설탕 1개를 넣어 완전히 녹인다. 그 다음으로 화이트 럼 1~1½온스를 붓고 나머지는 뜨거운 물을 채워 가볍게 저은 다음 위에 버터를 살짝 띄운다. 기호에 따라 레몬 조각이나 클로브(정향)를 띄울 수도 있다. 뜨거운 물 대신에 뜨거운 우유를 넣으면 한 층 감칠맛 나는데 이 경우 '핫 버터드 럼 카우'라는 칵테일이 된다. 반드시 내열 글라스를 사용해야 한다.
117,"아메리칸 위스키 1½온스, 각설탕 1개, 클로브(정향), 뜨거운 물 조금",하이 볼 글라스 또는 올드 패션드 글라스에 각설탕 1개를 뜨거운 물을 약간 넣고 녹인다. 여기에 아메리칸 위스키 1½온스를 넣고 열탕을 한 후 레몬 슬라이스와 클로브 2~3개로 장식한다.
118,"애플 브랜디 1온스, 베네딕틴 1온스, 레몬 주스 ½온스, 트리플섹 1티스푼","셰이커에 애플 브랜디 1온스, 베네딕틴(Benedictine) 1온스, 레몬 주스 ½온스, 트리플섹 1티스푼과 얼음을 넣고, 흔든 다음 글라스에 따른다."
119,"라이 위스키 1½온스, 체리 브랜디 ½온스","라이 위스키 1½온스, 체리 브랜드 ½과 얼음을 믹싱 글라스에 넣고 저은 다음 칵테일 글라스에 따른다. 셰이크 기법으로 만드는 경우도 종종 있다."
120,"스카치 위스키 1½온스, 드라이 베르무트 ½온스, 레몬 주스 1티스푼, 오렌지 비터 1대시","스카치 위스키 1½온스, 드라이 베르무트 ½온스, 레몬 주스 1티스푼, 오렌지 비터 1대시, 얼음은 셰이커에 넣고 흔든 다음 칵테일 글라스에 따른다."
121,"브랜디 1½온스, 진저 에일 적당량","글라스에 레몬필을 나선형으로 벗겨서 넣은 후, 브랜디 1½온스를 넣고 아주 차게한 진저 에일을 가득 채운다."
122,"드라이 진 1온스, 코앙트로 ½온스, 레몬 주스 ½온스","셰이커에 드라이 진 1온스, 코앙트로 ½온스, 레몬 주스 ½온스와 얼음을 넣고 흔든 후 글라스에 따른다."
