wine_id,wine_name,kind_id,country_id,cultivar,sweet_id,acid_id,body_id,tanin_id,proof,price,img
2367,"라모스 핀토, 타우니 포트",5,16,"Tinta Roriz, Tinta Cao",5,2,5,3,19~20도,"70,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190801082525808_FDZ22GOZF.jpg/W0152379.jpg?type=m250&wm=N
2368,"로버트 몬다비, 모스카토 도로 2013",2,6,Muscat 100%,4,1,3,1,8도,"61,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929022318674_OTMN3MWOP.jpg/W0153433.jpg?type=m250&wm=N
2369,"씨에르 다르끄, 블라송 루즈 브뤼",3,17,"Chardonnay 70%, Chenin Blanc 20%, Mauzac 10%",2,3,3,1,12도,"45,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20201101043909001_7A6D9I0VX.png/W0154288.png?type=m250&wm=N
2370,파세오 레알 세미 스윗 2013,1,7,Tempranillo,3,2,3,3,11도,"30,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929024002950_LARLKH532.jpg/W0159038.jpg?type=m250&wm=N
2371,"아바찌아, 모스까토 다스티",2,11,Moscato,3,3,2,1,5~6도,"38,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20211231014036279_AXT5S7VH0.png/T0168387_001.png?type=m250&wm=N
2372,"아스토리아, 스위트 아스토리아 라운지",3,11,Blend,5,2,2,1,도수 정보가 없습니다.,"21,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929052444860_8D2UFPMMV.jpg/W0149676.jpg?type=m250&wm=N
2373,졸리 모스카토,2,11,Moscato 100%,4,2,3,1,6도,"22,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929024301223_1P07QO7EH.jpg/W0147554.jpg?type=m250&wm=N
2374,플로르 드 모스카토 2015,3,6,Moscato 100%,4,1,2,1,4.5도,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015541210_UFQ0HR5JZ.jpg/W0148062.jpg?type=m250&wm=N
2375,"그랑크뤼 샴페인 마이, 블랑 드 누아",3,17,Pinot Noir 100%,2,5,2,1,12도,"230,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929050353675_2GU8BQZEP.jpg/W0152555.jpg?type=m250&wm=N
2376,피터 르만 보트리티스 세미용 2006,2,19,Semillon 100%,5,3,5,1,12.5도,"44,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929030656546_DT3JUU16P.jpg/W0142794.jpg?type=m250&wm=N
2377,베어플래그 일렉트릭 로제 2014,4,6,Zinfandel,3,2,2,1,8.5도,"12,900원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929021951243_GMAPCGVXM.jpg/W0161220.jpg?type=m250&wm=N
2378,"주스티노스 마데이라, 리저브 파인 미디엄 리치 5년",5,16,Tinta Negra Mole,4,2,4,2,19도,"70,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200618012629285_6FWMC6TDE.png/W0160892.png?type=m250&wm=N
2379,"옐로우 테일, 프리미엄 까베르네 소비뇽 2004",1,19,Cabernet Sauvignon 100%,2,4,4,4,12도,"117,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025751376_8Z91UXOJW.jpg/W0145824.jpg?type=m250&wm=N
2380,릿지 기셔빌 진판델 2012,1,6,"Zinfandel 71%, Carignan/Carignane 19%, Petite Sirah 7%, Mataro 2%, Alicante Bouschet 1%",2,2,5,3,도수 정보가 없습니다.,"113,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929024230094_I7C670LIZ.jpg/W0157632.jpg?type=m250&wm=N
2381,"가티 피에로, 피에몬테 브라케토 2009",1,11,Brachetto,4,1,3,2,6.5도,"28,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929052411795_WYPEJURP6.jpg/W0149604.jpg?type=m250&wm=N
2382,심플리 뮈스카데,2,17,Muscadet,2,2,3,1,12도,"9,900원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929054204107_3JLO3XPT9.jpg/W0151249.jpg?type=m250&wm=N
2383,"산 마르짜노, 벨리타 비앙코 2017",2,11,"Sauvignon Blanc 50%, Malvasia 50%",3,2,3,1,11~12도,"30,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171104012957847_88JW94HBA.jpg/W0162265.jpg?type=m250&wm=N
2384,블랙 박스 까베르네 소비뇽 2013,1,14,"Cabernet Sauvignon 87%, Carmenere 7%, Merlot 4%, Syrah/Shiraz 2%",2,2,3,3,13.2도,"16,500원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929053015687_VGZEGPVLB.jpg/W0155516.jpg?type=m250&wm=N
2385,"조셉 페리에, 뀌베 로얄 로제",3,17,"Pinot Noir 75%, Chardonnay 25%",2,4,4,1,12도,"183,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929024948268_0AJIGIDTL.jpg/W0150942.jpg?type=m250&wm=N
2386,"에스터하지, 샤도네 아이스와인 2006",2,9,Chardonnay 100%,5,4,3,1,11도,"110,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929055325102_0XM15LFCH.jpg/W0149498.jpg?type=m250&wm=N
2387,"로버트 바일, 라인가우 리슬링 키드리히 그래펜베르그 스패트레제 2015",2,4,Riesling 100%,3,4,3,1,8도,"115,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929021347439_2DJ0Y4CV2.jpg/W0149672.jpg?type=m250&wm=N
2388,"카를로 펠레그리노, 마르살라 피네 세미세코",5,11,"Grillo, Catarratto, Inzolia",4,3,4,1,17~18도,"42,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20201111012729338_O144RGLMF.png/W0154586.png?type=m250&wm=N
2389,"이까르디, 수리비진 브라퀘토 2014",1,11,Brachetto 100%,4,1,3,2,6~7도,"60,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929055009708_RCV5WO5WR.jpg/W0149888.jpg?type=m250&wm=N
2390,"베르사노, 카스텔가로 브라케토 다퀴 2012",3,11,Brachetto 100%,4,1,3,1,6~7도,"45,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190915080336303_X1JKPM1NJ.jpg/W0149470.jpg?type=m250&wm=N
2391,비네키 비네키 세미 드라이 2007,2,13,"Rkatsiteli, Mtsvane, Other Grapes",2,2,2,1,12도,"18,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929055228534_H0SOVF8PQ.jpg/W0149517.jpg?type=m250&wm=N
2392,베끼아 토레 살리스 살렌티노 리제르바 2012,1,11,"Negroamaro 85%, Malvasia nera 15%",3,3,4,4,13.5도,"70,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929034803341_N2IN3CA8C.jpg/W0161251.jpg?type=m250&wm=N
2393,미라수 샤르도네 2011,2,6,Chardonnay,2,3,3,1,도수 정보가 없습니다.,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929053359314_5YAM8HMN7.jpg/W0150879.jpg?type=m250&wm=N
2394,"스갈치, 스위트 밸리 비노 다 따볼라 로쏘",1,11,Blend,3,3,2,2,9.5도,"21,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929053052424_1PKE7KIPS.jpg/W0150002.jpg?type=m250&wm=N
2395,코스탈 릿지 모스카토 2010,2,6,Moscato,4,2,1,1,12.5도,"35,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929051855870_5MI7MOXWL.jpg/W0150684.jpg?type=m250&wm=N
2396,에스트렐라 10,2,7,Muscadet 100%,5,2,4,1,10도,"23,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025737494_3FE9L51J0.jpg/W0142793.jpg?type=m250&wm=N
2397,알마 플라멘카 세미둘세 2015,1,7,Tempranillo 100%,3,1,3,2,도수 정보가 없습니다.,"11,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929033817373_SP7WTKT8M.jpg/W0161543.jpg?type=m250&wm=N
2398,"폴 자불레 애네, 뮈스까 봄 드 브니즈 '르 샹 데 그리올' 2018",5,17,Muscat 100%,5,2,5,1,14~15도,"57,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929022318238_7MZ7IKFAW.jpg/W0146916.jpg?type=m250&wm=N
2399,"발타사 레스, 리슬링 카비넷 2016",2,4,Riesling 100%,2,5,1,1,도수 정보가 없습니다.,"50,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929041528716_OARFNCBEN.jpg/W0156976.jpg?type=m250&wm=N
2400,"레오나르드 커리쉬, 리프라우밀히",2,4,"Muller Thurgau 45%, Silvaner 33%, Riesling 6%, Scheurebe 5%, Bacchus 3%, Ortega 3%, Kerner 3%, Huxelrebe 2%",3,2,2,1,9.5도,"25,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190330012533681_1SKVV9UCO.jpg/0163111.jpg?type=m250&wm=N
2401,"산 실베스트로, 둘시스 모스카토 다스티",2,11,Moscato 100%,4,2,2,1,5.5도,"31,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929044248797_9GVNQZ3NK.jpg/W0146244.jpg?type=m250&wm=N
2402,"프레시넷, 미아 프레시&크리스피",3,7,Muscadelle 100%,4,3,1,1,6~7도,"15,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171104012816861_U1KGDVQIX.jpg/W0162356.jpg?type=m250&wm=N
2403,"카를로 펠레그리노, 마르살라 수페리오레 가리발디 돌체",5,11,"Grillo, Catarratto, Inzolia",5,2,5,1,18도,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_1/20140819013230220_A7RG21AHT.jpg/2014081812383502.jpg?type=m250&wm=N
2404,애로건트 프로그 로제,3,17,Blend,2,3,2,1,12도,"34,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929053045695_B760OV6BT.jpg/W0148540.jpg?type=m250&wm=N
2405,"주스티노스 마데이라, 세르시알 10년",5,16,Sercial 100%,3,3,3,1,19도,"140,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025039583_8ZYZ8M9JP.jpg/W0160898.jpg?type=m250&wm=N
2406,"주스티노스 마데이라, 파인 미디엄 리치 3년",5,16,Tinta Negra Mole,5,2,5,2,19도,"53,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200618012617869_O6U8G2QBL.png/W0160890.png?type=m250&wm=N
2407,"베르사노, 브라케토 스위트 2011",1,11,Brachetto 100%,4,1,3,1,도수 정보가 없습니다.,"45,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929052614390_4I3N1D7E4.jpg/W0149406.jpg?type=m250&wm=N
2408,비냐 알발리 스무스 레드 2009,1,7,Tempranillo 100%,3,3,2,2,12도,"8,900원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929054143907_E72WE4JZ4.jpg/W0148640.jpg?type=m250&wm=N
2409,"깐띠네 포베로, 모스토 비앙코",2,11,Moscato 100%,4,2,2,1,도수 정보가 없습니다.,"32,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929050429994_000UGCD6S.jpg/W0155948.jpg?type=m250&wm=N
2410,"토조, 마르살라",1,11,"Grillo, Inzolia, Catarratto",4,2,5,1,17~18도,"39,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929060023561_HSFGFKMAH.jpg/W0147996.jpg?type=m250&wm=N
2411,"아스토리아, 발도비아데네 프로세코 수페리오레",3,11,Prosecco 100%,2,3,2,1,도수 정보가 없습니다.,"28,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929052440710_O65GG2UJ8.jpg/W0149667.jpg?type=m250&wm=N
2412,테스코 뀌베 프레스티지 화이트,2,17,Blend,2,3,3,1,11도,"8,900원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929053905882_0Z7NWBMCV.jpg/W0148631.jpg?type=m250&wm=N
2413,"이까르디, 라 로사 셀바티카 모스카토 2016",2,11,Moscato Bianco 100%,4,2,3,1,5~6도,"60,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929055007001_63024K60K.jpg/W0149887.jpg?type=m250&wm=N
2414,"샤또 뚜르 데 장드르, 콘티네 페리구르딘 2014",2,17,Muscadelle 100%,2,3,3,1,도수 정보가 없습니다.,"59,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929021219925_WBG883YA4.jpg/W0159881.jpg?type=m250&wm=N
2415,"프림 모젤, 리슬링 아우스레제 2005",2,4,Riesling 100%,4,2,3,1,13도,"100,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929041055428_R4UYHUKT1.jpg/W0141299.jpg?type=m250&wm=N
2416,"윈디시, 쇼우레베 아이스바인 2004",2,4,Scheurebe 100%,5,2,2,1,도수 정보가 없습니다.,"55,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929035430626_HBN9PKLGN.jpg/W0141357.jpg?type=m250&wm=N
2417,"죠셉 펠프스, 아이스레베 2014",2,6,Scheurebe 100%,5,2,3,1,8.5도,"140,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929041736155_EANJ5QY1R.jpg/W0156763.jpg?type=m250&wm=N
2418,파이니스트 스와틀랜드 슈냉 블랑,2,20,Chenin Blanc,2,4,2,1,도수 정보가 없습니다.,"21,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929050604229_CPAGFUGFU.jpg/W0155558.jpg?type=m250&wm=N
2419,알마 플라멘카 세미세코 2015,1,7,Tempranillo 100%,3,2,3,3,도수 정보가 없습니다.,"11,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929033818094_YXFY6NS1N.jpg/W0161542.jpg?type=m250&wm=N
2420,"끼알리, 람부르스코 에밀리아 비앙코",2,11,Blend,2,3,3,1,7.5도,"13,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929054429754_AZYQMRI5V.jpg/W0147882.jpg?type=m250&wm=N
2421,"브라더스 인 암즈, 쉬라즈 2005",1,19,Syrah/Shiraz 100%,2,4,5,4,14~15도,"149,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929030348730_H1X5CLK8A.jpg/W0159704.jpg?type=m250&wm=N
2422,"까비키올리, 람브루스코 그라스파로싸 아마빌레",3,11,"Lambrusco Grasparossa 85%, Lambrusco 15%",4,1,2,1,도수 정보가 없습니다.,"57,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929044420037_S0198KBEA.jpg/W0154029.jpg?type=m250&wm=N
2423,"마시, 마짜노 아마로네 델라 발폴리첼라 끌라시꼬 2003",1,11,"Corvina 75%, Rondinella 20%, Molinara 5%",2,3,5,3,16~17도,"500,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929031908960_Y4RTUUBOY.jpg/W0143536.jpg?type=m250&wm=N
2424,"몬테니어, 피노 누아 2007",1,6,Pinot Noir 100%,2,5,4,3,13도,"96,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929052855883_G6RHXZX0J.jpg/W0151885.jpg?type=m250&wm=N
2425,"칸테나 발판테나, 토레 델 팔라스코 가르가네가 2008",2,11,Garganega,2,3,2,1,도수 정보가 없습니다.,"8,500원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929052446008_QVX2MR3YW.jpg/W0149679.jpg?type=m250&wm=N
2426,"모란데, 피오네로 샤르도네 2019",2,14,Chardonnay 100%,2,3,2,1,도수 정보가 없습니다.,"25,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20180315070854293_PW55N4FUV.jpg/W0152202.jpg?type=m250&wm=N
2427,"또조, 아스띠 스푸만떼",3,11,Moscato 100%,4,2,2,1,7도,"32,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929060352940_W9AB3JI2A.jpg/W0140237.jpg?type=m250&wm=N
2428,"테스코, 까바 브뤼",3,7,품종 정보가 없습니다.,2,3,2,1,도수 정보가 없습니다.,"15,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929050208564_VT5JULB10.jpg/W0157477.jpg?type=m250&wm=N
2429,"뵈브 암발, 블랑 드 블랑 드미섹",3,17,"Chardonnay, Aligote, Macabeo",3,3,2,1,도수 정보가 없습니다.,"25,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929020552761_TMTPRV0O1.jpg/W0162177.jpg?type=m250&wm=N
2430,"코노 수르, 코세차 노블 2010",2,14,Riesling,5,2,4,1,도수 정보가 없습니다.,"34,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929023503312_4GNVZ94KB.jpg/W0151333.jpg?type=m250&wm=N
2431,파르코 모스카토 다스티 2008,2,11,Moscato 100%,4,2,2,1,5도,"43,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929055009982_XT9TF4H35.jpg/W0149898.jpg?type=m250&wm=N
2432,이노센트 바이스텐더 모스카토 2009,2,19,Moscato,4,2,2,1,도수 정보가 없습니다.,"9,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929052430755_SSN0JATDP.jpg/W0149646.jpg?type=m250&wm=N
2433,"리베라, 프렐루디오 넘버 원 샤도네이 2019",2,11,Chardonnay 100%,2,4,3,1,10~12도,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20180228012722760_22HZPWLKZ.jpg/W0162684.jpg?type=m250&wm=N
2434,"코세티, 아스티 스푸만테",3,11,Moscato 100%,4,2,3,1,7도,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025826392_SWW7V3OZ5.jpg/W0145867.jpg?type=m250&wm=N
2435,렉스 골리앗 메를로,1,6,Merlot,2,4,4,3,13.5도,"30,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929033921639_TPIGB1O8J.jpg/W0161497.jpg?type=m250&wm=N
2436,"리카솔리, 카스텔로 디 브롤리오 빈산토 키안티 클라시코 2012",2,11,"Trebbiano, Malvasia",5,3,5,1,도수 정보가 없습니다.,"127,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929044357160_M1GICZHVX.jpg/W0152889.jpg?type=m250&wm=N
2437,마쏘 안티코 프리미티보 2017,1,11,Primitivo 100%,2,2,5,3,14~15도,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20200109021044778_9UBUBB74X.jpg/W0164874.jpg?type=m250&wm=N
2438,"까잘 가르시아, 비뉴 베르데 스파클링 화이트",3,16,"Loureiro, Arinto",2,4,2,1,11~12도,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171205012920457_99RC609BZ.jpg/W0162513.jpg?type=m250&wm=N
2439,"클로 몽블랑, 프로젝토 콰트로 까바 드미 섹",3,7,"Macabeo 40%, Xarel.lo 40%, Parellada 15%, Chardonnay 5%",3,3,3,1,11~12도,"50,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171206012806533_7GSGQWS4G.jpg/W0162521.jpg?type=m250&wm=N
2440,"산타 헬레나, 시글로 데 오로 샤도네 2013",2,14,Chardonnay 100%,2,3,2,1,13도,"21,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929033448945_XP55HLNQK.jpg/W0145321.jpg?type=m250&wm=N
2441,"도멘 슐룸베르거, 리슬링 사에링 그랑 크뤼 2015",2,17,Riesling 100%,2,3,2,1,14도,"53,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20190309012402742_PZAZEQMG3.jpg/W0164587.jpg?type=m250&wm=N
2442,"메네골리, 부가티 아마로네 2013",1,11,"Corvina Veronese 90%, Corvinone 5%, Rondinella 5%",2,3,5,4,도수 정보가 없습니다.,"850,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190704012552475_0LBZ5C3GT.jpg/W0165665.jpg?type=m250&wm=N
2443,마우로 몰리노 바르베라 달바 2017,1,11,Barbera 100%,2,4,2,2,도수 정보가 없습니다.,"55,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929042412823_C2E1B2SEK.jpg/W0157747.jpg?type=m250&wm=N
2444,"진트 훔브레이트, 게뷔르츠트라미너 하임부르그 방당주 타르디브 2002",2,17,Gewurztraminer 100%,4,3,3,1,13.5도,"236,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015607158_CPA0Q16WN.jpg/W0140782.jpg?type=m250&wm=N
2445,포파니 모스카토 로사 2012,4,11,Blend,4,2,3,1,12도,"65,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929051627303_6UMBVM4N1.jpg/W0153489.jpg?type=m250&wm=N
2446,"그랑 세르, 꼬뜨 뒤 론 블랑 '레 포르테스 뒤 까스뗄라스' 2016",2,17,"Grenache Blanc, Clairette Blanche, Roussanne, Marsanne, Viognier",2,4,3,1,15도,"54,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929034657804_4MULOUSTW.jpg/W0155965.jpg?type=m250&wm=N
2447,마크드플라츠 글루바인,7,4,Other Grapes,3,3,3,1,9~10도,"9,900원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20211117014012440_YS6J0CQMY.png/W0169981.png?type=m250&wm=N
2448,"샤또 드 루, 무스캇 드 리브잘트 2015",5,17,Muscat Blanc Petits Grains 100%,5,1,4,1,15~16도,"60,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20180309012755973_T7MNJQNLI.jpg/W0162674.jpg?type=m250&wm=N
2449,네스 파시토 디 판텔레리아 2018,2,11,Zibibbo 100%,5,2,5,1,14.5도,"154,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015116100_HME77VSHB.jpg/W0161494.jpg?type=m250&wm=N
2450,선키스트 스위트 화이트,2,20,"Colombard 35%, Chenin Blanc 35%, Hanepoot 20%, Sauvignon Blanc 10%",4,2,2,1,도수 정보가 없습니다.,"26,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025326118_PYFOW99LA.jpg/W0161838.jpg?type=m250&wm=N
2451,샴페인 포제 브리몽 드미섹 프리미에 크뤼,3,17,"Pinot Noir 40%, Pinot Meunier 40%, Chardonnay 20%",2,3,2,1,도수 정보가 없습니다.,"145,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929050543237_6UWOI38IW.jpg/W0152150.jpg?type=m250&wm=N
2452,파이니스트 스텔렌보쉬 쉬라즈,1,20,Syrah/Shiraz 100%,2,4,4,4,14도,"32,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929054137253_QI17FKC69.jpg/W0150919.jpg?type=m250&wm=N
2453,"루피노, 세렐레 빈 산토 2013",2,11,"Malvasia, Trebbiano",5,3,5,1,도수 정보가 없습니다.,"67,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180504012755926_Z8SNR3G5B.jpg/W0162868.jpg?type=m250&wm=N
2454,"풀뽀로꼬, 화이트 상그리아",7,7,Airen,3,2,2,1,7도,"18,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200618012629478_K49N85W1A.jpg/W0167188.jpg?type=m250&wm=N
2455,"프림 모젤, 리슬링 슈페트레제 1996",2,4,Riesling 100%,3,5,2,1,13도,"75,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929041102186_KK907UG1U.jpg/W0141301.jpg?type=m250&wm=N
2456,"진트 훔브레이트, 게뷔르츠트라미너 하임부르그 2008",2,17,Gewurztraminer 100%,2,3,4,1,14.5도,"104,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015606994_J9R4CHGSQ.jpg/W0140781.jpg?type=m250&wm=N
2457,"피도라, 모스카토 스푸만테 '데미-섹'",3,11,Moscato 100%,3,2,3,1,10도,"80,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929023733420_IVAGK78RB.jpg/W0161919.jpg?type=m250&wm=N
2458,샹드빌,3,4,Airen,3,4,2,1,도수 정보가 없습니다.,"15,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929043045531_7ZIM92QOM.jpg/W0160966.jpg?type=m250&wm=N
2459,"닥터 타니쉬, 베른카스텔 닥터 리슬링 슈페트레제 2002",2,4,Riesling 100%,3,5,4,1,8.5도,"141,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929060802169_NYYSFETDY.jpg/W0138126.jpg?type=m250&wm=N
2460,"부르크 라이어 슐로스카펠레, 아우스레제 2010",2,4,Riesling,4,2,3,1,10도,"41,500원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929055020888_3PLNJWW08.jpg/W0141821.jpg?type=m250&wm=N
2461,"진트 훔브레이트, 게뷔르츠트라미너 윈첸하임 2008",2,17,Gewurztraminer 100%,3,2,4,1,16도,"87,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015600618_DEKNDB0QN.jpg/W0148099.jpg?type=m250&wm=N
2462,"까잘 가르시아, 비뉴 베르데 스파클링 로제",3,16,"Vinhao, Borracal, Azal Tinto",2,4,2,1,10~11도,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171205012914076_NQM4CFPDE.jpg/W0162514.jpg?type=m250&wm=N
2463,타레니 그릴로 2016,2,11,Grillo 100%,2,2,2,1,12도,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171205012926384_0F5914YUX.jpg/W0162508.jpg?type=m250&wm=N
2464,"멜쉐이머, 라일러 물라이-호프베어그 리슬링 스페트레제 '사프' 2017",2,4,Riesling 100%,3,3,3,1,도수 정보가 없습니다.,"110,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180415075659206_J4KN6L9K1.jpg/W0155251.jpg?type=m250&wm=N
2465,샤르쵸프 리슬링 크발리테츠바인 2008,2,4,Riesling 100%,5,2,2,1,10.5도,"110,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929043516959_PL3AIFT37.jpg/W0148507.jpg?type=m250&wm=N
2466,깐똘리오 프리미티보 만두리아 마레 2013,1,11,Primitivo 100%,2,2,5,3,도수 정보가 없습니다.,"68,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929050146446_EI1INBZPE.jpg/W0158599.jpg?type=m250&wm=N
2467,클레멘스 부쉬 마린버그 아우스레제 골드캅셀 1등급 2019,2,4,Riesling 100%,4,2,5,1,도수 정보가 없습니다.,"200,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929042422390_NZUMYWPA8.jpg/W0161127.jpg?type=m250&wm=N
2468,케이프 마운틴 내추럴 스위트 레드,1,20,"Muscat, Cinsault",4,3,3,4,8도,"25,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929024524773_1ZJCR06QL.jpg/W0148860.jpg?type=m250&wm=N
2469,라 마치아 로쏘 2010,1,11,"Merlot, Cabernet Sauvignon, Refosco",2,3,3,3,12도,"25,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929054352090_XNWQ4H132.jpg/W0151019.jpg?type=m250&wm=N
2470,라마치아 비앙코 2011,2,11,"Sauvignon Blanc, Chardonnay",2,3,2,1,12도,"25,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015007510_ZM2BOU1EY.jpg/W0151018.jpg?type=m250&wm=N
2471,"에곤 뮬러 르 갈레 빌팅거, 브라우너 쿱 리슬링 슈페트레제 2018",2,4,Riesling 100%,3,3,3,1,도수 정보가 없습니다.,"340,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929031956436_G1MBIMSGE.jpg/W0161753.jpg?type=m250&wm=N
2472,"프랭크 코넬리센, 수수카루 2019",4,11,Nerello Mascalese,2,3,3,1,도수 정보가 없습니다.,"83,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929042424750_59H4O7DCZ.jpg/W0161135.jpg?type=m250&wm=N
